,X1,PMCID,statistic,reported,df1,df2,p,value,n,context,sectionName,decision,doi,journalID,journalIDAbrev,title,issue,volume,call,realYear
1588,1603,PMC5480028,t,"t(160) = 2.3, p = 0.025",NA,160,p = 0.025,2.3,NA,"001, Œ<U+2211>p2 = 0.065], in which judgment of moral rightness of the utilitarian action was higher in the low normative conflict condition, and the opposite was true of the moral rightness of the deontological action. Follow-up t-tests revealed both effects to be significant [t(159) = 3.5, p = 0.001; and t(160) = 2.3, p = 0.025, respectively]. Inference StrengthFigure 8 presents mean ratings of inference strength as a function of type of inference, deontic operator and causal suppression, and Figure 9 presents mean ratings of inference strength as a function of type of inference, deontic operator and normative conflict. T",Experiment 2,2,10.3389/fpsyg.2017.01042,Frontiers in Psychology,Front Psychol,Utilitarian Moral Judgment Exclusively Coheres with Inference from Is to Ought,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5480028&metadataPrefix=pmc,2017
1589,1604,PMC5480382,F,"F(2,92) = 14.32, p < 0.001",2,92,p < 0.001,14.32,NA,"when all attributes were repeated compared to no repetition or partial repetition. The error bars represent the standard error of the mean, with variability between participants removed by means of Coussineau s method. The analysis of EP showed significant main effects in the variables Repetition, F(2,92) = 14.32, p < 0.001, Œ<U+2211>2 = 0.24, and Preparation, F(1,46) = 17.68, p < 0.001, Œ<U+2211>2 = 0.28. Overall, the pattern was very similar to that observed in RT: participants made fewer errors when the stimuli attributes were repeated than when they were not repeated or were only partially repeated (2.8% vs. 4.5% vs. 4.4%), and a",Study 1,2,10.3389/fpsyg.2017.01013,Frontiers in Psychology,Front Psychol,Trait Cheerfulness Does Not Influence Switching Costs But Modulates Preparation and Repetition Effects in a Task-Switching Paradigm,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5480382&metadataPrefix=pmc,2017
1590,1605,PMC5481402,F,"F(1,3) = 28.33, P < 0.05",1,3,p < 0.05,28.33,NA,"on the trajectory (see  Materials and Methods‚Äù Section). In eye-centered configuration, we found significant interactions between dimensions of reach (direction and depth) and eye-centered configurations (F(1,3) = 15.82, P < 0.05) as well as between dimensions of reach and points on the trajectory (F(1,3) = 28.33, P < 0.05). In space-centered configuration, we found significant interaction between dimensions of reach and points on the trajectory (F(1,3) = 17.32, P < 0.05). All these results suggest that movements along direction and depth dimensions depend on different trajectory strategies in eye- and space-centered",Results,1,10.3389/fnhum.2017.00323,Frontiers in Human Neuroscience,Front Hum Neurosci,Multiple Coordinate Systems and Motor Strategies for Reaching Movements When Eye and Hand Are Dissociated in Depth and Direction,NA,11,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5481402&metadataPrefix=pmc,2017
1591,1606,PMC5483638,F,"F(1, 38) = 30.27, p < 0.001",1,38,p < 0.001,30.27,NA,"of a speed-accuracy tradeoff. To more directly investigate S-R contributions to priming across groups, we next separated AT trials according to response type (AT-RR, AT-RS) and entered these priming scores into a 2 vó 2 ANOVA (Figure 3B). There was a significant main effect of repetition condition (F(1, 38) = 30.27, p < 0.001) but no main effect of group (F(1, 38) < 1). The main effect of repetition condition reflected significant positive priming in both groups for AT-RR trials (Fs(1, 19) > 6.89, ps < 0.05) and significant negative priming in both groups for AT-RS trials (Fs(1, 19) > 4.56, ps < 0.05). Importantly, ther",3. Results,2,10.3390/brainsci7060065,Brain Sciences,Brain Sci,Automaticity and Flexibility of S–R Retrieval During Priming,6,7,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5483638&metadataPrefix=pmc,2017
1592,1607,PMC5485550,chi,"œá2(2) = 39.07, p < .001",NA,2,p < .001,39.07,NA,"its, 69% attended 10 or more and 57% attended all eleven sessions (attendance distribution œá2[11] = 105.81; p < .0001). Overall (PN and PN + CM participants combined) percent with viral load suppression at 6-months was 15, 38 and 54% among those who attended 0-5, 6-9 and 10-11 visits, respectively (œá2(2) = 39.07, p < .001). ConclusionIn this secondary post hoc analysis, contact with patient navigators was increased by attendance incentives. Higher rates of attendance at patient navigation sessions was associated with viral suppression at the 6-month follow-up assessment. Study results support use of attendance incen",abstract,1,10.1186/s13722-017-0081-1,Addiction Science & Clinical Practice,Addict Sci Clin Pract,Enhancing patient navigation to improve intervention session attendance and viral load suppression of persons with HIV and substance use: a secondary post hoc analysis of the Project HOPE study,NA,12,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5485550&metadataPrefix=pmc,2017
1593,1608,PMC5487395,F,"F(1,57) = 4.8; p = 0.03",1,57,p = 0.03,4.8,NA,"anker (all F ‚â§ 3.3; all p ‚â• 0.07; all Œ<U+2211>p2 ‚â§ 0.06), RIDE-P1Target, (all F ‚â§ 2.5; all p ‚â• 0.1; all Œ<U+2211>p2 ‚â§ 0.042) or RIDE-N1Target, (all F ‚â§ 1.4; all p ‚â• 0.24; all Œ<U+2211>p2 ‚â§ 0.03; see Figure 2B). Concerning the S-cluster N2 (Figure 3B), the mixed effects ANOVA only showed an interaction of Group*Electrode (F(1,57) = 4.8; p = 0.03; Œ<U+2211>p2 = 0.08), but further post hoc testing did not withstand Bonferroni-corrections (p > 0.2; all others F ‚â§ 2.5; all p ‚â• 0.12; all Œ<U+2211>p2 ‚â§ 0.04). Thus, the results of the RIDE analysis very closely reflect those of the traditional ERP analysis. The reason for this is the close proximity to the locki",Results,2,10.3389/fnhum.2017.00329,Frontiers in Human Neuroscience,Front Hum Neurosci,Neuronal Intra-Individual Variability Masks Response Selection Differences between ADHD Subtypes—A Need to Change Perspectives,NA,11,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5487395&metadataPrefix=pmc,2017
1594,1609,PMC5487395,t,t(57) = 2.2; p = 0.016,NA,57,p = 0.016,2.2,NA,"e ADD group (27.2 ¬± 6.1 ŒºV/m2). Interestingly, there was also a significant interaction of Compatibility*Group (F(1,57) = 4.9; p = 0.03; Œ<U+2211>p2 = 0.08). Post hoc tests showed that the compatibility (conflict) effect was larger (29.7 ¬± 6.7 ŒºV/m2) in the ADD group than in ADHD-C group (13.5 ¬± 3.9 ŒºV/m2; t(57) = 2.2; p = 0.016). This effect was mainly driven by the compatible trials. There, the patients with ADD group showed a smaller RIDE-P3 (12.2 ¬± 7.1) than those with ADHD-C (40.7 ¬± 5.2; t(57) = -3.23; p = 0.001). There was no group difference on incompatible trials (t(57) = -1.36; p = 0.18; ADD: 42.0 ¬± 6.2; ADHD-C 54",Results,4,10.3389/fnhum.2017.00329,Frontiers in Human Neuroscience,Front Hum Neurosci,Neuronal Intra-Individual Variability Masks Response Selection Differences between ADHD Subtypes—A Need to Change Perspectives,NA,11,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5487395&metadataPrefix=pmc,2017
1595,1610,PMC5487446,F,"F(1,1) = 0.014, p = 0.91",1,1,p = 0.91,0.014,NA,"‚Äòrate of intake,  and ‚Äòtime x rate of intake  had no significant effect on error [œá2(3) = 3.1, p = 0.38] (Table 2). Working memory: We found no significant effect of the factors ‚Äòtime,  ‚Äòrate of intake,  and ‚Äòtime x rate of intake  on reaction time [‚Äòtime : F(1,1) = 2.2, p = 0.17; ‚Äòrate of intake : F(1,1) = 0.014, p = 0.91; ‚Äòtime x rate of intake : F(1,1) = 2.3, p = 0.16]. The factors ‚Äòtime,  ‚Äòrate of intake,  and ‚Äòtime x rate of intake  had no significant effect on error [œá2(3) = 1.6, p = 0.66] (Table 2). Incompatibility: We found no significant effect of the factors ‚Äòtime,  ‚Äòrate of intake,  and ‚Äòtime x rate of int",Results,4,10.3389/fpsyg.2017.01031,Frontiers in Psychology,Front Psychol,The Effects of a Normal Rate versus a Slow Intervalled Rate of Oral Nutrient Intake and Intravenous Low Rate Macronutrient Application on Psychophysical Function – Two Pilot Studies,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5487446&metadataPrefix=pmc,2017
1596,1611,PMC5487489,F,"F(5,43) = 14.48, p < 0.001",5,43,p < 0.001,14.48,NA,".61, p < 0.01; the stretchable affordance, F(1,47) = 7.43, p < 0.01; the cut-able-with affordance, F(1,47) = 24.80, p < 0.001; and the mop-up-with affordance, F(1,47) = 6.81, p < 0.05, respectively. However, the effect of Affordance was statistically significant only for schizophrenia participants, F(5,43) = 14.48, p < 0.001. Schizophrenia participants misidentified the objects with the cut-able-with affordance with particularly high frequency (68%), replicating a pattern observed in Experiment 1. The ANOVA also confirmed a main effect of Presentation Order, F(1,47) = 7.87, p < 0.01, Œ<U+2211>p2 = 0.14 (Figure 4). Unlike Exper",Experiment 2: Single Affordance Detection,3,10.3389/fpsyg.2017.01052,Frontiers in Psychology,Front Psychol,Schizophrenia: An Impairment in the Capacity to Perceive Affordances,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5487489&metadataPrefix=pmc,2017
1597,1612,PMC5488078,F,"F(1,56) = 80.59, p < 0.001",1,56,p < 0.001,80.59,NA,"correlated with the age of acquisition of English (r = -0.30, p < 0.05). Bilinguals were divided in high and moderate English proficiency groups using a median split on English iPNT scores (see second and third columns of Table 3). As Table 3 indicates, they differed only in iPNT scores in English [F(1,56) = 80.59, p < 0.001, Œ<U+2211>2 = 0.59], age of acquisition of English [F(1,56) = 15.82, p < 0.001, Œ<U+2211>2 = 0.22], and TLP effect score [F(1,56) = 5.64, p < 0.05, Œ<U+2211>2 = 0.09]. Highly proficient bilinguals demonstrated significantly greater TLP effect than moderately proficient bilinguals did (ŒîM = 15.07, t = 2.38, p < 0.05), but",Results,1,10.3389/fpsyg.2017.01067,Frontiers in Psychology,Front Psychol,Language Mediated Concept Activation in Bilingual Memory Facilitates Cognitive Flexibility,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5488078&metadataPrefix=pmc,2017
1598,1613,PMC5489562,F,"F(1, 35) = 1.358, p = 0.2518",1,35,p = 0.2518,1.358,NA,"into account as marker of metabolic risk, a main effect of Prenatal Condition showed that there was a significant increase in this parameter only in male subjects [F(1, 35) = 5.520, p = 0.0246, Figure 3]. As for females, no effect of Prenatal Condition was observed [F(1, 35) = 0.068, p = 0.7951 and F(1, 35) = 1.358, p = 0.2518, respectively for leptin and adiponectin] however, a significant increase in the L/A ratio was found in response to HFD [main effect of Diet: F(1, 35) = 5.897, p = 0.0204, Figure 3]. No interaction effects were found. Figure 3 High-fat diet increased relative (% of contro1) circulating leptin and a",Results,2,10.3389/fnbeh.2017.00113,Frontiers in Behavioral Neuroscience,Front Behav Neurosci,Long-Term Sex-Dependent Vulnerability to Metabolic challenges in Prenatally Stressed Rats,NA,11,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5489562&metadataPrefix=pmc,2017
1599,1614,PMC5490064,F,"F(2,66) = 2.137, p = 0.126",2,66,p = 0.126,2.137,NA,"ResultsExperiment 1: systemic scopolamine in the CER procedurePreconditioning: baseline lickingMin-1 1icks were very closely matched across the experimental conditions-to-be (in the range of 252-281 ¬± 18 1icks). Statistically, there were no effects of trace or drug condition-to-be (maximum F(2,66) = 2.137, p = 0.126 for the interaction on the latency measure). Reshaping: contextual conditioningThere was a main effect of drug on the latency to start drinking at reshape (F(2,66) = 3.553, p = 0.034). This arose because rats previously conditioned under scopolamine took less time to start drinking at reshape than",Results,3,10.1523/JNEUROSCI.3308-16.2017,The Journal of Neuroscience,J Neurosci,Scopolamine Impairs Appetitive But Not Aversive Trace Conditioning: Role of the Medial Prefrontal Cortex,26,37,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5490064&metadataPrefix=pmc,2017
1600,1615,PMC5490064,F,"F(3,396) = 7.958, p < 0.001",3,396,p < 0.001,7.958,NA,"¬± 6.438 4.667 ¬± 1.236 2.300 ¬± 0.651 Data are shown as mean ¬± SEM. ISI responding: 10 s trace groupThe use of a longer trace interval made no difference to the pattern of effects in the ISI; the results were entirely consistent with those seen in the 2 s trace group. There was a main effect of days (F(3,396) = 7.958, p < 0.001), which was also significant in the linear trend (F(1,33) = 12.677, p = 0.001). There was again a main effect of drug (F(2,33) = 7.729, p = 0.002) and an interaction between days and drug (F(6,396) = 5.584, p < 0.001), which was also significant in the linear trend (F(2,33) = 8.505, p = 0.001). Tre",Results,2,10.1523/JNEUROSCI.3308-16.2017,The Journal of Neuroscience,J Neurosci,Scopolamine Impairs Appetitive But Not Aversive Trace Conditioning: Role of the Medial Prefrontal Cortex,26,37,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5490064&metadataPrefix=pmc,2017
1601,1616,PMC5491458,F,"F(2,36) = 2.032, p = 0.146",2,36,p = 0.146,2.032,NA,"ral disorders (mean age = 14.96 ¬± 1.96 years; 3 females) and 13 healthy control participants (mean age = 13.91 ¬± 2.33; 5 females) who did not meet criteria for the mood or behavioral disorders participated in the current study. No significant difference in age was determined among the three groups [F(2,36) = 2.032, p = 0.146]. None of the participants had any neurological impairment or neurological trauma. Youth signed assents and parents provided signed consents for participation in the study, for which participants were compensated. The study was approved by the Institutional Review Boards at Cincinnati Children's Ho",Methods and materials,4,10.1016/j.nicl.2017.06.020,Neuroimage : Clinical,Neuroimage Clin,Reading related white matter structures in adolescents are influenced more by dysregulation of emotion than behavior,NA,15,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5491458&metadataPrefix=pmc,2017
1602,1617,PMC549214,F,"F1,13 = 17.3, p = .001",1,13,p = .001,17.3,NA,"cantly reduced the rate of responding in this session for shams (F2,21 = 17.3, p < .001) and AcbC-lesioned rats (F2,17 = 54.4, p < .001). AcbC-lesioned rats responded more than shams at zero delay (F1,12 = 8.52, p = .013) but less than shams at 10 s delay (F1,13 = 4.71, p = .049) and at 20 s delay (F1,13 = 17.3, p = .001). Figure 7 Learning as a function of programmed and experienced delays to reinforcement The imposition of response-reinforcer delays systematically retarded the acquisition of free-operant instrumental responding, and this relationship was altered in AcbC-lesioned rats, even allowing for difference",Results,1,10.1186/1471-2202-6-9,BMC Neuroscience,BMC Neurosci,Nucleus accumbens core lesions retard instrumental learning and performance with delayed reinforcement in the rat,NA,6,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:549214&metadataPrefix=pmc,2005
